title,company_name,location_name,category_name,salary_min,salary_max,salary_avg,contract_type,contract_time,currency
Roadside Vehicle Mechanic,RAC,"Sandshill, Faringdon",Engineering Jobs,37483.33,61000.0,49241.665,Unknown,full_time,GBP
Mobile Vehicle Technician,RAC,"West Parley, Ferndown",Engineering Jobs,37483.33,52000.0,44741.665,Unknown,full_time,GBP
Sales Advisor - Uncapped Commission,EE,"Hendon, Sunderland",Sales Jobs,25087.0,25087.0,25087.0,permanent,full_time,GBP
Roadside Rescue Mechanic,RAC,"Cadley, Marlborough",Engineering Jobs,25087.0,61000.0,43043.5,Unknown,full_time,GBP
Mobile Mechanic,RAC,"Grove, Leighton Buzzard",Engineering Jobs,25087.0,57000.0,41043.5,Unknown,full_time,GBP
Mobile Vehicle Technician - Barnsley/Doncaster,RAC,"Catcliffe, Rotherham",Engineering Jobs,25087.0,52000.0,38543.5,Unknown,full_time,GBP
Roadside Vehicle Technician,RAC,"Southmead, Bristol",Engineering Jobs,25087.0,61000.0,43043.5,Unknown,full_time,GBP
Mobile Vehicle Technician - Hemel Hempstead,RAC,"Wilstone Green, Tring",Engineering Jobs,25087.0,57000.0,41043.5,Unknown,full_time,GBP
NTP Teacher,Targeted Provision Ltd,"Belgrave, Leicester",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
MLD Teacher,Targeted Provision Ltd,"Chequers Centre, Maidstone",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Mobile Vehicle Technician - Warrington,RAC,UK,Engineering Jobs,58240.0,52000.0,55120.0,Unknown,full_time,GBP
Market Research Interviewer - Car Required - Part Time,Ipsos,"Monktonhall, Musselburgh",Part time Jobs,14.0,14.0,14.0,Unknown,part_time,GBP
Market Research Interviewer - Car Required - Part Time,Ipsos,"South Ayrshire, Scotland",Part time Jobs,14.0,14.0,14.0,Unknown,part_time,GBP
Roadside Technician - Bromley,RAC,"St. Mary Cray, Orpington",Engineering Jobs,14.0,66000.0,33007.0,Unknown,full_time,GBP
Mobile Vehicle Technician - South West,RAC,"Cheltenham Trade Park, Cheltenham",Engineering Jobs,14.0,52000.0,26007.0,Unknown,full_time,GBP
Roadside Technician - Milton Keynes,RAC,"Holcot, Northampton",Engineering Jobs,14.0,61000.0,30507.0,Unknown,full_time,GBP
Retail Manager,KFC UK,"Hilsea, Portsmouth",Retail Jobs,38000.0,42000.0,40000.0,Unknown,full_time,GBP
Roadside Technician,RAC,"Hanworth, Feltham",Engineering Jobs,38000.0,66000.0,52000.0,Unknown,full_time,GBP
Roadside Rescue Mechanic,RAC,"Kingston, Milton Keynes",Engineering Jobs,38000.0,61000.0,49500.0,Unknown,full_time,GBP
Mobile Vehicle Technician - Bridgwater,RAC,"Stanley, Chippenham",Engineering Jobs,38000.0,52000.0,45000.0,Unknown,full_time,GBP
Catering Apprentice Level 2,Busy Bees,"Bitteswell, Lutterworth",Hospitality & Catering Jobs,22880.0,22880.0,22880.0,Unknown,Unknown,GBP
NTP Teacher,Targeted Provision Ltd,"Frieze Hill, Taunton",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Market Research Interviewer - Car Required - Part Time,Ipsos,"Ardrossan, North Ayrshire",Part time Jobs,14.0,14.0,14.0,Unknown,part_time,GBP
Mobile Mechanic,RAC,"Northwood, North West London",Engineering Jobs,14.0,57000.0,28507.0,Unknown,full_time,GBP
Ex-NTP Teacher,Targeted Provision Ltd,"Holbeck, Leeds",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Senior Staff Nurse - Wards,Ramsay Health Care,"Old Town, Stratford-Upon-Avon",Healthcare & Nursing Jobs,43790.32,43790.32,43790.32,Unknown,full_time,GBP
Gopuff Delivery Drivers or Riders - Work when you want!,Gopuff,"Whitehall, Bristol",Travel Jobs,34762.29,34762.29,34762.29,Unknown,Unknown,GBP
Mobile Vehicle Technician - Barnsley/Doncaster,RAC,"Sandtoft, Doncaster",Engineering Jobs,34762.29,52000.0,43381.145000000004,Unknown,full_time,GBP
Special Education Needs Teacher,Targeted Provision Ltd,"Ladywood, Birmingham",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Delivery Driver - Bristol,Ocado Logistics,"Bristol, South West England",Logistics & Warehouse Jobs,29.0,29.0,29.0,permanent,full_time,GBP
Mobile Vehicle Technician,RAC,"Pytchley, Kettering",Engineering Jobs,29.0,52000.0,26014.5,Unknown,full_time,GBP
Market Research Interviewer - Car Required - Part Time,Ipsos,"Falkirk, Falkirk County",Part time Jobs,14.0,14.0,14.0,Unknown,part_time,GBP
Mobile Vehicle Technician - Stevenage,RAC,"Leavesden, Watford",Engineering Jobs,14.0,52000.0,26007.0,Unknown,full_time,GBP
Mobile Vehicle Technician,RAC,"Trigon, Wareham",Engineering Jobs,14.0,52000.0,26007.0,Unknown,full_time,GBP
Roadside Vehicle Mechanic,RAC,"Charlton Kings, Cheltenham",Engineering Jobs,14.0,61000.0,30507.0,Unknown,full_time,GBP
Roadside Rescue Mechanic,RAC,"Holcot, Northampton",Engineering Jobs,14.0,61000.0,30507.0,Unknown,full_time,GBP
Special Education Needs Teacher,Targeted Provision Ltd,"Canwick, Lincoln",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
"SEN / SEND Tutor, Nottinghamshire",Targeted Provision Ltd,"Sutton-In-Ashfield, Nottinghamshire",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
"SEN / SEND Tutor, Isle of Wight",Targeted Provision Ltd,"Oakfield, Ryde",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Senior Children's Residential Support Worker,Witherslack Group,"Egglescliffe, Stockton-On-Tees",Social work Jobs,33351.21,33351.21,33351.21,Unknown,full_time,GBP
Roadside Mechanic,RAC,"Holcot, Northampton",Engineering Jobs,33351.21,61000.0,47175.604999999996,Unknown,full_time,GBP
Roadside Rescue Mechanic,RAC,"Harlington, Hayes",Engineering Jobs,33351.21,66000.0,49675.604999999996,Unknown,full_time,GBP
Cycle Technician,Halfords,"Moorgate, Lancaster",Retail Jobs,21632.0,26228.0,23930.0,Unknown,part_time,GBP
Customer Service Representative - Uncapped Commission,EE,"Spital Tongues, Newcastle Upon Tyne",Sales Jobs,13379.0,13379.0,13379.0,Unknown,part_time,GBP
Mobile Vehicle Technician - Luton,RAC,"Woodside, Luton",Engineering Jobs,13379.0,57000.0,35189.5,Unknown,full_time,GBP
Mobile Mechanic,RAC,"Pirton, Worcestershire",Engineering Jobs,13379.0,52000.0,32689.5,Unknown,full_time,GBP
Roadside Vehicle Technician,RAC,"White City, West London",Engineering Jobs,13379.0,66000.0,39689.5,Unknown,full_time,GBP
Mobile Vehicle Technician - Aylesbury,RAC,"Dallinghoo, Woodbridge",Engineering Jobs,13379.0,52000.0,32689.5,Unknown,full_time,GBP
Gopuff Delivery Drivers or Riders - Flexible Schedule,Gopuff,"Wandsworth, South West London",Travel Jobs,45384.25,45384.25,45384.25,Unknown,Unknown,GBP
Delivery Driver - Knowsley,Ocado Logistics,"Woolston, Warrington",Logistics & Warehouse Jobs,12.0,12.0,12.0,permanent,full_time,GBP
Mobile Vehicle Technician - Esher,RAC,"Whiteley Village, Hersham",Engineering Jobs,12.0,57000.0,28506.0,Unknown,full_time,GBP
NTP Teacher,Targeted Provision Ltd,"Moorgate, Lancaster",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Mobile Mechanic,RAC,"Onslow Village, Guildford",Engineering Jobs,58240.0,57000.0,57620.0,Unknown,full_time,GBP
Vehicle Technician / MOT Tester,Halfords,"Manchester Science Park, Manchester",Engineering Jobs,31827.0,35000.0,33413.5,Unknown,full_time,GBP
Sales Associate - Uncapped Commission,EE,"Maritime Quarter, Swansea",Sales Jobs,25087.0,25087.0,25087.0,permanent,full_time,GBP
Gopuff Delivery Drivers or Riders,Gopuff,"Llandaff, Cardiff",Travel Jobs,34435.07,34435.07,34435.07,Unknown,Unknown,GBP
Delivery Driver,Evri,"Barrowby, Grantham",Logistics & Warehouse Jobs,40616.93,40616.93,40616.93,Unknown,Unknown,GBP
Roadside Mechanic,RAC,"Selhurst, South East London",Engineering Jobs,40616.93,66000.0,53308.465,Unknown,full_time,GBP
Psychologist,Witherslack Group,"Willington, Crook",Healthcare & Nursing Jobs,47924.26,47924.26,47924.26,Unknown,full_time,GBP
Mobile Vehicle Technician,RAC,"Ash Vale, Aldershot",Engineering Jobs,47924.26,52000.0,49962.130000000005,Unknown,full_time,GBP
Vehicle Technician / MOT Tester,Halfords,"Hilsea, Portsmouth",Engineering Jobs,31827.0,35000.0,33413.5,Unknown,full_time,GBP
Class 1 Night Driver,Gregory,"Stoneyford, Cullompton",Logistics & Warehouse Jobs,38000.0,39000.0,38500.0,permanent,full_time,GBP
Higher Level Teaching Assistant,Witherslack Group,"Wakefield, West Yorkshire",Teaching Jobs,31229.19,31229.19,31229.19,Unknown,full_time,GBP
Mobile Vehicle Technician - South East,RAC,"Ash Vale, Aldershot",Engineering Jobs,31229.19,52000.0,41614.595,Unknown,full_time,GBP
Mobile Mechanic,RAC,"Branksome, Poole",Engineering Jobs,31229.19,52000.0,41614.595,Unknown,full_time,GBP
Roadside Technician - Oxford,RAC,"Oxford, Oxfordshire",Engineering Jobs,31229.19,61000.0,46114.595,Unknown,full_time,GBP
Customer Service Specialist - N'Ards Natwest,Teleperformance,"Groomsport, Bangor",Customer Services Jobs,32606.48,32606.48,32606.48,permanent,full_time,GBP
Mobile Vehicle Technician,RAC,"Hamp Bridge, Bridgwater",Engineering Jobs,32606.48,52000.0,42303.24,Unknown,full_time,GBP
3.5T Delivery & Install Driver,Currys,"Englefield, Reading",Logistics & Warehouse Jobs,29059.0,29059.0,29059.0,permanent,full_time,GBP
Roadside Technician,RAC,"Reddish, Stockport",Engineering Jobs,29059.0,61000.0,45029.5,Unknown,full_time,GBP
Warehouse Operative - Purfleet,Ocado Logistics,"Hadleigh, Benfleet",Logistics & Warehouse Jobs,12.0,12.0,12.0,Unknown,full_time,GBP
Special Education Needs Tutor,Targeted Provision Ltd,"Barton, Newport",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Market Research Interviewer - Car Required - Part Time,Ipsos,"Lawthorn, Irvine",Part time Jobs,14.0,14.0,14.0,Unknown,part_time,GBP
Scrub Nurse/ODP,Ramsay Health Care,"Carclaze, St. Austell",Healthcare & Nursing Jobs,38665.58,38665.58,38665.58,Unknown,full_time,GBP
Intervention Tutor,Targeted Provision Ltd,"Nevilles Cross, Durham",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Customer Service Advisor,Teleperformance,UK,Customer Services Jobs,30324.54,30324.54,30324.54,permanent,full_time,GBP
Customer Service Advisor - Natwest/Ulsterbank Belfast,Teleperformance,UK,Customer Services Jobs,30971.6,30971.6,30971.6,permanent,full_time,GBP
Primary Teaching Assistant,Witherslack Group,"The City, Central London",Teaching Jobs,32000.12,32000.12,32000.12,Unknown,full_time,GBP
MOT Tester,Halfords,"St. James, Bristol",Engineering Jobs,31827.0,35000.0,33413.5,Unknown,full_time,GBP
Intervention Tutor,Targeted Provision Ltd,"Barton, Newport",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
"SEN / SEND Tutor, Northumberland",Targeted Provision Ltd,"West Fleetham, Chathill",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Roadside Technician - Swindon,RAC,"Rodbourne Cheney, Swindon",Engineering Jobs,58240.0,61000.0,59620.0,Unknown,full_time,GBP
Class 1 Bulker Driver,Gregory,"Craibstone, Bucksburn",Logistics & Warehouse Jobs,58240.0,37369.0,47804.5,permanent,full_time,GBP
Retail Assistant,Co-op,"Bala, Gwynedd",Retail Jobs,12.0,12.0,12.0,permanent,part_time,GBP
Pharmacy Manager,Ramsay Health Care,"Wormley, Broxbourne",Healthcare & Nursing Jobs,48054.19,48054.19,48054.19,Unknown,full_time,GBP
Superflex Roadside Patrol,RAC,"Harlington, Hayes",Engineering Jobs,48054.19,61000.0,54527.095,Unknown,full_time,GBP
Vehicle Technician / MOT Tester,Halfords,"Hasland, Chesterfield",Engineering Jobs,31827.0,35000.0,33413.5,Unknown,full_time,GBP
Part Time Sales Advisor - Uncapped Commission,EE,"Chirton, North Shields",Part time Jobs,13379.0,13379.0,13379.0,Unknown,part_time,GBP
"SEN / SEND Tutor, Somerset / Bristol",Targeted Provision Ltd,"Ansford, Castle Cary",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Mobile Vehicle Technician - Bridgwater,RAC,"Worle, Weston-Super-Mare",Engineering Jobs,58240.0,52000.0,55120.0,Unknown,full_time,GBP
Commercial Tyre Technician - Swindon,Halfords,"West Leaze, Swindon",Engineering Jobs,40000.0,60000.0,50000.0,Unknown,full_time,GBP
Pharmacist,Ramsay Health Care,"Trimms Green, Sawbridgeworth",Healthcare & Nursing Jobs,46884.56,46884.56,46884.56,contract,full_time,GBP
Mobile Vehicle Technician - Aylesbury,RAC,"Grove, Leighton Buzzard",Engineering Jobs,46884.56,52000.0,49442.28,Unknown,full_time,GBP
Vehicle Technician / MOT Tester,Halfords,"The Haugh, Elgin",Engineering Jobs,33000.0,38000.0,35500.0,Unknown,full_time,GBP
"SEN / SEND Tutor, Isle of Wight",Targeted Provision Ltd,"Southsea, Hampshire",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
MLD Teacher,Targeted Provision Ltd,"Moorgate, Lancaster",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Audit Senior,HAYS,"Milton Keynes, Buckinghamshire",Accounting & Finance Jobs,51138.06,51138.06,51138.06,Unknown,Unknown,GBP
FP&A Manager (Renewable Energy),HAYS,"London, UK",Accounting & Finance Jobs,78237.01,78237.01,78237.01,Unknown,Unknown,GBP
School Caretaker,Witherslack Group,UK,Teaching Jobs,24387.12,24387.12,24387.12,Unknown,full_time,GBP
Design Manager,HAYS,"Edinburgh, Scotland",Trade & Construction Jobs,56194.33,56194.33,56194.33,Unknown,Unknown,GBP
Corporate Transactions Tax SM,HAYS,"Glasgow, Scotland",Accounting & Finance Jobs,46834.14,46834.14,46834.14,Unknown,Unknown,GBP
Class 1 Driver,Gregory,"Llandavenny, Magor",Logistics & Warehouse Jobs,35360.0,37440.0,36400.0,permanent,full_time,GBP
Interim Compliance Manager,HAYS,"Gosport, Hampshire",Trade & Construction Jobs,76644.85,76644.85,76644.85,contract,Unknown,GBP
Mobile Vehicle Technician,RAC,"Harpenden, Hertfordshire",Engineering Jobs,76644.85,57000.0,66822.425,Unknown,full_time,GBP
Mobile Vehicle Technician,RAC,"Shaldon, Teignmouth",Engineering Jobs,76644.85,52000.0,64322.425,Unknown,full_time,GBP
Mobile Vehicle Technician - Hemel Hempstead,RAC,"Harpenden, Hertfordshire",Engineering Jobs,76644.85,57000.0,66822.425,Unknown,full_time,GBP
Staff Nurse - Wards Maternity Leave,Ramsay Health Care,"Tresillian, Newquay",Healthcare & Nursing Jobs,37478.07,37478.07,37478.07,contract,Unknown,GBP
"SEN / SEND Tutor, Northumberland",Targeted Provision Ltd,"Denwick, Alnwick",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Finance Manager,HAYS,"Stoke-On-Trent, Staffordshire",Accounting & Finance Jobs,57926.73,57926.73,57926.73,permanent,Unknown,GBP
Part-Time Finance Officer,HAYS,"Northampton, Northamptonshire",Part time Jobs,27160.17,27160.17,27160.17,Unknown,part_time,GBP
Payroll Specialist,HAYS,UK,Accounting & Finance Jobs,40882.71,40882.71,40882.71,contract,Unknown,GBP
Roadside Mechanic,RAC,"Charlton Kings, Cheltenham",Engineering Jobs,40882.71,61000.0,50941.354999999996,Unknown,full_time,GBP
Head of Finance,HAYS,"London, UK",Accounting & Finance Jobs,103898.07,103898.07,103898.07,Unknown,Unknown,GBP
Market Research Interviewer – Car Required – Full Time,Ipsos,"Hull, East Riding Of Yorkshire",Sales Jobs,23000.0,23000.0,23000.0,Unknown,full_time,GBP
Interim Finance Business Partner,HAYS,"Dorset, South West England",Accounting & Finance Jobs,70457.27,70457.27,70457.27,contract,Unknown,GBP
Mobile Mechanic,RAC,"Cliburn, Penrith",Engineering Jobs,70457.27,52000.0,61228.635,Unknown,full_time,GBP
Financial Accountant,HAYS,"London, UK",Accounting & Finance Jobs,52402.61,52402.61,52402.61,Unknown,Unknown,GBP
Building Services Manager - Main Contractor,HAYS,"Glasgow, Scotland",Trade & Construction Jobs,51773.88,51773.88,51773.88,Unknown,Unknown,GBP
Electrician,HAYS,"Nottingham, Nottinghamshire",Engineering Jobs,48328.01,48328.01,48328.01,contract,Unknown,GBP
"SEN / SEND Tutor, Lancashire",Targeted Provision Ltd,"Heapey, Chorley",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Amazon Flex Delivery Driver - Earn £14 - £18 per hour*,Amazon Flex,"Bucklebury, Reading",Logistics & Warehouse Jobs,14.0,18.0,16.0,Unknown,Unknown,GBP
Sales Advisor - Uncapped Commission,EE,"Walkerville, Newcastle Upon Tyne",Sales Jobs,25087.0,25087.0,25087.0,permanent,full_time,GBP
Bookkeeper,HAYS,"Belfast, Northern Ireland",Accounting & Finance Jobs,28611.92,28611.92,28611.92,Unknown,Unknown,GBP
Skilled Despatch Operative,Samworth Brothers,"Melton Mowbray, Leicestershire",Retail Jobs,27550.0,27550.0,27550.0,permanent,Unknown,GBP
Interim Management Accountant,HAYS,UK,Accounting & Finance Jobs,57310.59,57310.59,57310.59,contract,Unknown,GBP
Vehicle Technician / MOT Tester,Halfords,"South Shields, Tyne & Wear",Engineering Jobs,33000.0,38000.0,35500.0,Unknown,full_time,GBP
Mobile Vehicle Technician,RAC,"Leavesden, Watford",Engineering Jobs,33000.0,52000.0,42500.0,Unknown,full_time,GBP
Corporate Tax Manager,HAYS,UK,Accounting & Finance Jobs,56726.85,56726.85,56726.85,Unknown,Unknown,GBP
SEN Teacher,Targeted Provision Ltd,"Bensham, Gateshead",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Special Education Needs Teacher,Targeted Provision Ltd,"Aylesbury, Buckinghamshire",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Gopuff Delivery Drivers or Riders - Flexible Schedule,Gopuff,"Bow, East London",Travel Jobs,47537.34,47537.34,47537.34,Unknown,Unknown,GBP
Market Research Interviewer - Car Required - Part Time,Ipsos,"Springboig, Glasgow",Part time Jobs,14.0,14.0,14.0,Unknown,part_time,GBP
Interim Management Accountant,HAYS,"Taunton, Somerset",Accounting & Finance Jobs,54870.97,54870.97,54870.97,contract,Unknown,GBP
Electrician - Social Housing - Doncaster,HAYS,"Doncaster, South Yorkshire",Trade & Construction Jobs,45442.41,45442.41,45442.41,contract,Unknown,GBP
Mobile Vehicle Technician - Watford,RAC,"Wealdstone, Harrow",Engineering Jobs,45442.41,57000.0,51221.205,Unknown,full_time,GBP
"SEN / SEND Tutor, West Yorkshire",Targeted Provision Ltd,"Dean Clough Industrial Park, Halifax",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
Amazon Flex Delivery Driver - Earn £14 - £18 per hour*,Amazon Flex,"Deepcut, Camberley",Logistics & Warehouse Jobs,14.0,18.0,16.0,Unknown,Unknown,GBP
Service Manager (Young People Accommodation),HAYS,UK,Social work Jobs,38701.73,38701.73,38701.73,permanent,Unknown,GBP
Senior Surveyor / Associate Director - Lease Advisory,HAYS,"Southampton, Hampshire",Trade & Construction Jobs,50968.09,50968.09,50968.09,Unknown,Unknown,GBP
Business Services Manager,HAYS,"Glasgow, Scotland",Accounting & Finance Jobs,54403.22,54403.22,54403.22,Unknown,Unknown,GBP
Special Education Needs Teacher,Targeted Provision Ltd,"St. Leonards, Exeter",Teaching Jobs,58240.0,72800.0,65520.0,Unknown,part_time,GBP
